55.944425,-3.188396,SE,55.944147836140246,-3.1882811949702905,72.71941047585281,349.8972179472243
55.944147836140246,-3.1882811949702905,NW,55.94393570410589,-3.1884933270046463,93.22461958329413,454.6235324683626
55.94393570410589,-3.1884933270046463,NW,55.943723572071534,-3.188705459039002,93.22461958329413,454.6235324683626
55.943723572071534,-3.188705459039002,NW,55.94360876704182,-3.1889826228987554,93.22461958329413,454.6235324683626
55.94360876704182,-3.1889826228987554,NW,55.94339663500747,-3.189194754933111,93.22461958329413,454.6235324683626
55.94339663500747,-3.189194754933111,S,55.94339663500747,-3.1894947549331114,139.80370122599632,528.3899784980694
55.94339663500747,-3.1894947549331114,S,55.94339663500747,-3.1897947549331116,244.60693077509325,640.006752924674
55.94339663500747,-3.1897947549331116,S,55.94339663500747,-3.190094754933112,244.60693077509325,640.006752924674
55.94339663500747,-3.190094754933112,WNW,55.94351144003718,-3.190371918792865,244.60693077509325,640.006752924674
55.94351144003718,-3.190371918792865,NNW,55.943788603896934,-3.1904867238225747,266.33126648152506,714.0372347463639
55.943788603896934,-3.1904867238225747,NW,55.94357647186258,-3.1906988558569305,285.936000796742,781.550365062742
55.94357647186258,-3.1906988558569305,NW,55.94346166683287,-3.190976019716684,285.936000796742,781.550365062742
55.94346166683287,-3.190976019716684,N,55.94376166683287,-3.190976019716684,371.0363463254615,871.0106017957575
55.94376166683287,-3.190976019716684,NNW,55.94403883069263,-3.1910908247463934,371.0363463254615,871.0106017957575
55.94403883069263,-3.1910908247463934,N,55.94433883069263,-3.1910908247463934,439.4585802935575,968.0080043022447
55.94433883069263,-3.1910908247463934,WNW,55.944550962726986,-3.191302956780749,562.2564005380515,973.94782807037
55.944550962726986,-3.191302956780749,WNW,55.944665767756696,-3.1915801206405026,562.2564005380515,973.94782807037
55.944665767756696,-3.1915801206405026,NNW,55.94494293161645,-3.191694925670212,684.1412737573005,1059.5979042636193
55.94494293161645,-3.191694925670212,N,55.945242931616455,-3.191694925670212,684.1412737573005,1059.5979042636193
55.945242931616455,-3.191694925670212,NNW,55.94552009547621,-3.1918097306999216,684.1412737573005,1059.5979042636193
55.94552009547621,-3.1918097306999216,NE,55.94579725933597,-3.191694925670212,715.31204128376,1123.6184174848418
55.94579725933597,-3.191694925670212,NE,55.946009391370325,-3.1914827936358563,715.31204128376,1123.6184174848418
